USERNAME,TEXT,RETWEETS,ABOUT_BASEBALL
BeisbolConTodo,"Listo ""El Rey"" Félix Hernández para debutar con @Magallanes _bbc . @LVBP_Oficial #BeisbolconTodo . pic.twitter.com/lYpmhlYcGu",0,1
BeisbolConTodo,#Magallanes pone en duda el regreso de Chirinos y Rondón. @LVBP_Oficial #BeisbolconTodo @Magallanes _News pic.twitter.com/s3T10nVUCu,0,1
BeisbolConTodo,Resultados ayer #LVBP . #Tiburones 5 x 3 #Tigres y #Leones 3 x 2 #Magallanes . @LVBP_Oficial #BeisbolconTodo . pic.twitter.com/cTog1Rm7aP,0,1
MAPZ2012,"@arreazaortega @beisbolplayve Listo Fernando, gracias. Pasaran el juego del Magallanes ?",0,1
hajarman11,"Asi se juega la pelota, bien @aguilasdelzulia",0,1
LuisitoPina,"Definitivamente, el béisbol es el mas hermoso de los deportes, 108 años después, Los Cubs, rompen una maldición y ganan la serie mundial",0,1
asoapure,Feliz Navidad para todos los Leones del Caracas http:// fb.me/AD5tGgv3,0,1
asoapure,Béisbol venezolano estaría entre los 10 mejores del mundo http:// fb.me/SblxVhdL,1,1
asoapure,"Compartir fin de año en el Béisbol Federado Apure. Cuando la Navidad nos convoca, nadie queda excluido, desde el... http:// fb.me/151zm6Bqs",0,1
asoapure,"Compartir fin de año en el Béisbol Federado Apure. Pide un deseo, cerrando bien tus ojos, piensa en la Navidad y espera tu milagro.",0,1
asoapure,Compartir fin de año en el Béisbol Federado Apure. Que cada año la Navidad te envuelva gratamente junto a los que más quieres!.,0,1
asoapure,Compartir fin de año en el Béisbol Federado Apure. A veces necesitamos una pequeña chispa de magia para recrear... http:// fb.me/6pR5eje46,0,1
asoapure,Compartir fin de año en el Béisbol Federado Apure. Que la Navidad nos llene de inspiración duradera para alcanzar... http:// fb.me/Kte2FTC8,0,1
asoapure,"Compartir fin de año en el Béisbol Federado Apure. Aunque el tiempo transcurra de prisa, la Navidad nos deja eternos instantes.",0,1
asoapure,Compartir fin de año en el Béisbol Federado Apure. Softbol Femenino entre nuestras representantes. Feliz navidad y un prospero año nuevo.,0,1
asoapure,"Hoy celebramos el cumpleaños de la Vicepresidenta de la Asociación de Béisbol del Estado Apure; LIGIA GARCIA, la... http:// fb.me/BUQpzI40",0,1
asoapure,"Encuentro amistoso entre los clubes de béisbol Rays Vs Royal, con miras al Campeonato Estatal 2017, de la... http:// fb.me/8c6uIocmR",0,1
asoapure,Compartir Béisbol Federado. En la búsqueda de estrategias que permitan favorecer y mejorar las relaciones... http:// fb.me/3ei0JQzs8,0,1
asoapure,"Compartir Béisbol Federado. Compartir y jugar con los hijos, por lo menos en un momento del día, es útil para... http:// fb.me/15VZyZgPR",0,1
asoapure,Compartir Béisbol Federado. Jugar en familia es la mejor manera de reforzar las relaciones entre los miembros del... http:// fb.me/5q6ZJsWWV,0,1
asoapure,"Compartir Béisbol Federado. La familia es el referente de vida de toda persona, donde todo ser humano establece... http:// fb.me/6OGAVKu9C",0,1
asoapure,Compartir Béisbol Federado. La dinámica familiar será la guía que se tendrá para establecer las relaciones... http:// fb.me/5WucIYmIm,0,1
asoapure,Compartir Béisbol Federado. El importante rol que cumple la familia es que debemos procurar que exista un... http:// fb.me/4XnKyiUzr,0,1
asoapure,Compartir familiar béisbol federado donde los niños disfrutaron y Jugaron como uno de los principales hilos... http:// fb.me/437EFRlRH,0,1
Fire_Santo,Draft: El jardinero Endy Chavez fue tomado como adición por Tigres de Aragua . @Fryddmar @hectOr_2410,0,1
Fire_Santo,"cazando por todas las redes para poder ver las escogencias del Draft, esperemos que la @LVBP _Oficial mejore esto. @IgnacioSerrano",0,1
luis1meza,@MISSPIESBELLOS1 MMM..!! esta foto esta DIVINA..!! tu bello pompis con las mejores camisas del beisbol ..!! Besos ricura y saludos al SP,1,1
quiksilver1904,falta poco para que empiece el béisbol mi,0,1
tavo1801,"@Jhoanadpl @Magallanes _bbc como siempre, hermosa lo feo es esa chaqueta",0,1
tavo1801,@Jhoanadpl @Magallanes _bbc hermosa lo feo es esa camisa jajajaja saludos y un beso mi bella,0,1
tavo1801,@Jhoanadpl quien mas corazon? Los gloriosos Leones del Caracas,0,1
tavo1801,"Definitivamente no hay mejor deporte que el beisbol , y un juego con tanta emocion como el ccs-mag",0,1
tavo1801,"Esto es catedra de pitcheo, con 2 grandes en la lomita, MadBum y Thor @ESPN_ Beisbol #WildCardGame #PostemporadaESPN",0,1
BucanerosV,La familia Bucaneros de Venezuela Academia de Béisbol les desea Feliz Navidad pic.twitter.com/FG5RX2YDEE,1,1
BucanerosV,"Tiburones de la Guaira y Bucaneros de Venezuela, #HombresQueJueganBeisbol #Baseball #Venezuela pic.twitter.com/4sFpC8fvyb",3,1
BucanerosV,"La Organización Tiburones de la Guaira realizó una clínica para los prospectos de Bucaneros de Venezuela, Gracias pic.twitter.com/PdodsfWc24",7,1
BucanerosV,https:// drive.google.com/file/d/0B0bu5k ufd4NJMC1EYk5qbG1SVnc/view?usp=drive_web … Bucaneros de Venezuela #FelizDomingo #FormandoHombresQueJueganBeisbol #BaseBall #Venezuela,1,1
BucanerosV,"La Organización Tiburones de la Guaira y Bucaneros de Venezuela, #HombresQueJueganBeisbol #Baseball #Venezuela pic.twitter.com/pkxH6KXCuS",1,1
BucanerosV,"Bucaneros de Venezuela, #HombresQueJueganBeisbol #Baseball #Venezuela pic.twitter.com/AKLD4r8amr",1,1
BucanerosV,"La Organización Tiburones y Bucaneros de Venezuela, Gracias #HombresQueJueganBeisbol #Baseball #Venezuela pic.twitter.com/txRoHa0f71",0,1
BucanerosV,"Tiburones de la Guaira y Bucaneros de Venezuela, Gracias por su Apoyo! #HombresQueJueganBeisbol #Baseball #Venezuela pic.twitter.com/QX2OpweHsq",0,1
RobyKing,. @AngelDz32 @mariomax7 @Linoduranp si bien Magallanes tenía un equipo bueno en el papel. Ya tenía un grupo que fracasó en la final pasada.,0,1
RobyKing,Al contrario más dificil. Leones y Magallanes son equipo que se le dan a Tiburones. Media clasificación es gracias a ellos. https:// twitter.com/AlfredoPB92/st atus/814675725861158912 …,1,1
RobyKing,Hoy Meridiano desaparece de circulación seguramente al no poder publicar nada de Caracas y Magallanes .,14,1
RobyKing,#LVBP Con #Leones y #Magallanes fuera de clasificación en teoría hay buen material al menos para dos rondas.,6,1
RobyKing,"#LVBP FINAL: #Caribes derrotó a #Magallanes 4-1 en Valencia. #Tiburones , #Bravos y #Tigres avanzan a los playoffs.",11,1
RobyKing,La Guaira a tres out de la clasificación con la victoria parcial de Caribes. Van al 9inn con el último chance para Magallanes .,2,1
RobyKing,Bravos se va arriba 3-2 ante Leones. Con los resultados hasta ahora Magallanes estaría quedando fuera.,5,1
RobyKing,Cardenales remonta y ahora pierde 5-4. Caribes ahora gana 4-0 a Magallanes . Leones gana 2-1 a Bravos.,3,1
RobyKing,"Mejor, nos está ayudando. Ellos enfrentarían a Bravos o Magallanes y nosotros a Caribes (again). https:// twitter.com/GianfrancoDiBa r/status/814621789536088064 …",2,1
RobyKing,"Sí, si gana Tigres clasificamos. Si pierde Bravos clasificamos. Si pierde Magallanes clasificamos. Cualquiera de los tres resultados. https:// twitter.com/jorgecv_12/sta tus/814299864750235648 …",6,1
RobyKing,De terminar dándose estos resultados La Guaira clasifica mañana si: Derrota de Magallanes . Derrota de Bravos. Victoria de Tigres.,7,1
RobyKing,#LVBP Cómo clasifica #Tiburones mañana? Ganando contra Cardenales. Si no logra ganar que pierda Magallanes o Bravos.,26,1
RobyKing,Si bien Tigres es la piedra en el zapato de Tiburones la piedra en el zapato de Magallanes es Tiburones sin duda alguna.,5,1
RobyKing,#LVBP @tiburones_net ha jugado los dos mejores juegos de este mes de diciembre en esta serie contra Magallanes .,9,1
RobyKing,#LVBP Barrida a #Magallanes . 2da victoria consecutiva. #Tiburones asegura un empate y queda a las puertas de enero. Difícil quedar fuera.,18,1
RobyKing,#LVBP Se le dieron los resultados ideales a #Tiburones . Victoria ante Magallanes combinada con derrota de Bravos y Leones.,2,1
RobyKing,Alberto González dictando cátedra de como jugar la 3B hoy. Le queda un chance a Magallanes . Gana La Guaira 6-3.,3,1
RobyKing,MENESES MVP MVP MVP! Triple de Meneses y La Guaira gana 6-3 a Magallanes !,7,1
DIDSAY26,. @jorgerpsuv cuando inauguraran un campo para las divisas de béisbol menor que quedaron sin un espacio óptimo para practicar en la rinconada,0,1
CesarBC29,Agradecido con la organización de las @aguilasdelzulia donde me han hecho sentir como en casa. Espero que sea una gran temperada #LaGarra pic.twitter.com/zq1E0BLYpH,0,1
CesarBC29,Gira por el oriente y centro del país muy positiva para el equipo. Un merecido día de descanso para todos! #SomosLaGarra #Aguilas #LVBP,0,1
VucCaracas,Mañana 17-10 inicia la semana 2 de la Liga de Desarrollo del Béisbol Profesional de Venezuela... Vuc pic.twitter.com/kLzm7ICIpe,0,1
VucCaracas,"Debut oficial hoy en la LVBP por 3B en Puerto la Cruz, el de los Teques Jean Torres Umpire Vuc-Ccs. felicitaciones pic.twitter.com/uvZZiIKhe8",0,1
VucCaracas,"Osmel Pimentel UMPIRE Vuc Ccs renovó su participación en la LVBP 2016-2017 , éxitos y felicitaciones. pic.twitter.com/GOXVt55mNk",0,1
VucCaracas,JeanTorres Umpire VUC Ccs logro un cupo como Umpire En La LVBP 2016-2017 Felicitaciones y Éxitos pic.twitter.com/dU4yp4IQtU,0,1
VucCaracas,"La LVBP temporada 2016 inicia mañana , éxitos y bendiciones a nuestro 9no equipo Los Umpires pic.twitter.com/RbXlWXjTlK",0,1
VucCaracas,"Umpires VUC presentes en Pretemporada LVBP en Valencia J. Gomez Hp, J. Santiago 1B R. Valero 2B Y J.Torres 3B. pic.twitter.com/yjy16Bbk50",0,1
VucCaracas,"Venezuelan Umpire Camp Ccs te desea Feliz fin de semana y un inicio de mes exitoso. Ya viene la LVBP , la LDBP y LIVP pic.twitter.com/qgknr1rwMW",0,1
sluggerscorpo,#Hoy @caribesanz enfrenta a @leones_cbbc en #PuertoLaCruz a las 7:00pm para el emotivo retiro de @JacksonMelian33 #sluggers #ipl #baseball,1,1
sluggerscorpo,#SabíasQue La pelota de béisbol es una esfera de entre 22.5 y 24 centímetros de circunferencia y 142 gramos de peso #Sluggers #Baseball,0,1
sluggerscorpo,"No todo es beisbol en la corporación, nuestros prospectos también disfrutan de tardes de esparcimiento y recreación #Sluggers #Baseball pic.twitter.com/sot1JP51sj",1,1
sluggerscorpo,"Estamos ubicados en el Estadio de Beisbol Rivero Villaroel de Lecheria, calle Arismendi con carrera 8, Puerto la Cruz #Sluggers #baseball pic.twitter.com/LIR35qXf6P",3,1
sluggerscorpo,Somos una Academia de Béisbol orientada a preparar peloteros que tienen el sueño de llegar a las #GrandesLigas #Sluggers,0,1
sluggerscorpo,Nuestros pupilos trabajan en cada detalle que les permita seguir creciendo y desarrollándose como peloteros #Sluggers #Beisbol pic.twitter.com/U1j1TsERdK,0,1
sluggerscorpo,"Cualquier momento u oportunidad es importante para nuestros pupilos, cuando de aprendizaje se trata #Sluggers #Beisbol pic.twitter.com/GRMLF7BSQK",0,1
sluggerscorpo,"Nuestro prospecto Estiven Machado (INF 2019), trabaja en el perfeccionamiento de su técnica para el fildeo de rolling #Sluggers #Beisbol pic.twitter.com/c1E1erOtVS",1,1
sluggerscorpo,"El don más grande que Dios le pudo dar a un individuo para visualizar las cosas no es la vista, es la visión #Sluggers #Beisbol",1,1
sluggerscorpo,"El verdadero fracaso es no intentarlo y nuestros noveles receptores lo saben, que el dolor de hoy, mañana será su fuerza #sluggers #beisbol pic.twitter.com/1RsnVw9Q2T",0,1
sluggerscorpo,"Nuestro presidente Jonathan Melian @jvmelian , imparte sus conocimientos y motiva a los pupilos desde temprano #practica #sluggers #beisbol pic.twitter.com/gADnzpKepZ",0,1
sluggerscorpo,"Atrapa tus sueños, trabájalos para que cambien y conviértelos en una realidad. ¡Buen día! #FelizDía #Viernes #sluggers #beisbol pic.twitter.com/UAgOTTXHBz",0,1
sluggerscorpo,"Nuestro equipo especializado de coach, se encargan de evaluar el trabajo diario de los prospectos. #sluggers #beisbol #venezuela pic.twitter.com/BUAQDhN7MM",0,1
sluggerscorpo,En @sluggerscorporation le damos seguimiento constante a la evolución y crecimiento de cada uno de nuestros pupilos #Suggers #béisbol,0,1
sluggerscorpo,"El pupilo Roberto Chirinos (INF 2017), realiza parte de sus acostumbrados trabajos ofensivos para mejorar su bateo #Sluggers #beisbol pic.twitter.com/PjYsC3gcFv",0,1
sluggerscorpo,"Los sueños no se convierten en realidad mágicamente, los sueños se sudan, se trabajan y se construyen. #FelizMiércoles #Sluggers #Beisbol pic.twitter.com/WH5SvkNt4d",0,1
sluggerscorpo,"“El béisbol es como ir a misa, muchos asisten y pocos entienden” ( Leo Durocher, campeón de la Serie Mundial en 1928 con los Yankees)",0,1
sluggerscorpo,"La pasión por el béisbol no sólo se siente, también lo puedes ver. Síguenos en nuestras redes sociales. #SluggersCorporation #FelizTarde pic.twitter.com/YmWcx9VIbw",0,1
sluggerscorpo,Dos grandes del béisbol venezolano: Jackson Melian junto a Tomás Pérez . #Sluggers pic.twitter.com/TCpWiiE039,3,1
sluggerscorpo,Un sueño cumplido que hoy se guarda en el mejor recuerdo de la afición del béisbol venezolano. @LVBP_Oficial @caribesanz @vamostribuuu pic.twitter.com/r7kn305s8a,2,1
sluggerscorpo,#Hoy se retira un grande del Béisbol Venezolano @JacksonMelian33 con 21 temporadas en la pelota criolla!! #Sluggers pic.twitter.com/5E6MRKztHu,1,1
miguelnavag,"triste que vizquel sea destituido como manager de el clasico,si es político solo sigue hablando de que hasta el béisbol lo toca la política",1,1
miguelnavag,"@ElNacionalWeb dígame esto hasta el béisbol está politizado,voy a que lo dejan jugar por enchufado,increíble cómo se dejan tanto el pueblo",0,1
miguelnavag,"El béisbol Es muy difícil,no es justo estar agarrando a estos niñitos sacarlos de sus colegio,tiene su momento pero a los 10 o 12 años no",0,1
miguelnavag,"@BenBadler @BaseballAmerica creo que es un gran error, baseball siempre va tener la habilidad de conseguir talento antes no existían buscones",0,1
miguelnavag,"Eso de agarrar bebes va en contra de los esos niños el futuro del baseball ,por qué nadie ningún agente puede firmar a todos esos niños,wrong",0,1
TECNOLOCOFUL,#TROPA Despliegue de la @RomelGuardian en las panaderías de los Magallanes de Catia @roxeirys1 @FriosaOficial pic.twitter.com/RwV8Be2MGK,0,1
TECNOLOCOFUL,#TROPA Despliegue de la @GMAS_Oficial en las panaderías de los Magallanes de Catia @NicolasMaduro @vladimirpadrino pic.twitter.com/RwV8Be2MGK,0,1
cristianlongar1,@liderazgoym reciba un saludo del equipo de de beisbol de la ciudad de carupano ayudanos por favor desde el estado sucre. estamos solos,0,1
style_melendez,@ACcsBaseball buenas! Uno podra jugar con ustedes!? Soy del 95 y mi sueño siempre fue jugar al beisbol !,0,1
AQAgency,#LIVP || Iniciamos la jornada presentando el Line Up para el encuentro del día de hoy contra #Magallanes . ¡Vamos... http:// fb.me/5rSrbjpPa,1,1
AQAgency,"La escuela de béisbol menor Aguiluchos y @aqagency es una familia, está tarde se mostró una vez más en el... http:// fb.me/1ovycgMuD",0,1
AQAgency,"Que mejor noticia para todos los que estamos en este negocio, nuestra familia del béisbol , oraciones... http:// fb.me/7LjmwStRu",1,1
AQAgency,"Seguimos trabajando por el desarrollo del beisbol menor, una muestra más. Todo un éxito el juego de las estrellas... http:// fb.me/89pgPNOj3",3,1
AQAgency,"#LIVP || Así juegan nuestros, muchachos el día de hoy, quienes se enfrentarán a los Tiburones de la Guaira B.... http:// fb.me/37c5yurmN",0,1
AQAgency,Nuestro Jesus Severino en su juego con Tiburones de La Guaira haciendo lo que más le gusta hacer y nada menos que... http:// fb.me/8ygu2ywwm,2,1
AQAgency,Trabajando en el Universitario antes del partido de inicio de la temporada de la LVBP Diego Cartaya C clase 2018... http:// fb.me/8bYifrtJJ,0,1
AQAgency,No al Draft no al cambio de edad en palabras del gran David Ortiz IPL baseball MLB http:// fb.me/IwrvvSen,3,1
AQAgency,La familia IPL baseball nos deja su mensaje de no al Draft no al cambio de edad MLB http:// fb.me/2pTw4DE6V,1,1
MigarauSports,"El compromiso de hoy entre @labarrabrava y @Magallanes _bbc en el Estadio Nueva Esparta de Porlamar, finalmente iniciará a las 8:30PM | #LVBP pic.twitter.com/PViXrKXZot",0,1
MigarauSports,#Migarau_Sports Anuncian el calendario completo del Clásico Mundial de Béisbol 2017 http:// atmlb.com/2eDSw5T vía @lasmayores,1,1
MigarauSports,"El compromiso de hoy entre @labarrabrava y @Magallanes_bbc en el Estadio Nueva Esparta de Porlamar, finalmente iniciará a las 8:30PM | #LVBP pic.twitter.com/PViXrKXZot",0,1
MigarauSports,"#Migarau_Sports Se fue Carlos Garcia, se fue Pederique y ahora Eduardo Perez, que esta pasando? @porlagoma @VizquelOmar13 @LVBP _Oficial pic.twitter.com/UWrMqIkOUN",2,1
LIVPOficial,"En Polar: #RogerCedeño 5 @Magallanes _bbc 3 PG: Michael Zavala PP: Jesús Toledo JMV: Miguel Oropeza de 4-1, CA, CI pic.twitter.com/Agy62FHob1",4,1
LIVPOficial,"Corrección: en la jornada de ayer, #Magallanes derrotó a #ShowCaseVzla 11-2. #TheHeatOfTheWinter",0,1
LIVPOficial,@MMacademybb - @Magallanes _bbc PG: Guido Gómez (1-0) PP: Jefferson Romero (1-1) JS: Eduardo Rodríguez (1) #TheHeatOfTheWinter,0,1
LIVPOficial,¡Los mejores prospectos del beisbol venezolano comienzan mañana otra semana de pelota en #LIVP ! #TheHeatOfTheWinter,1,1
LIVPOficial,¡Los mejores prospectos del beisbol venezolano se jugarán todo desde el próximo 10 de octubre! #TheHeatOfTheWinter,5,1
LIVPOficial,Según @tiburones_net tiene los fans más fieles del beisbol . Estamos bastante seguros que eso no cambiará cuando encienda motores #LIVP pic.twitter.com/JxecBagplT,3,1
felixedmundo66,"Los Leones del Caracas poco profesional le juega a Bravos de Margarita con su banca, Caribes le juega al Magallanes con sus titulares.",0,1
felixedmundo66,"El béisbol es, ha sido y será el mejor deporte del mundo. Babe Ruth Angel Brito. Prospecto 2019. pic.twitter.com/xRfFfQsPGK",0,1
felixedmundo66,Con uno de mis ídolos del béisbol . Felicidades muchachos con el Rey David. https:// twitter.com/9StarsAgent/st atus/808131916306194432 …,0,1
felixedmundo66,"@VizquelOmar13 se impuso el trabajo, la disciplina, la jerarquía y el amor a una profesión tan bonita como el béisbol . Dios le bendiga.",0,1
felixedmundo66,Vizquel con un pie fuera del Clásico Mundial de Beisbol http:// bit.ly/2g6y0aL vía @lideresdeportes,0,1
felixedmundo66,"Prospectos del béisbol junto al Coordinador de desarrollo Felix Felipe Perez , viajaran a un chequeo invitado por una prestigiosa firma. pic.twitter.com/2o8wnb7qEW",0,1
felixedmundo66,Excelente trabajo el día de ayer en la Academia de Desarrollo de Futuros Prospectos del Béisbol . Su Coordinador General Felix Felipe Perez. pic.twitter.com/whv1I2yhhA,1,1
carlsrod21,Mi compadre Estelio y yo en el curso y el subido este ano al béisbol profesional pic.twitter.com/Z5ktZE4ssM,0,1
granarob,@RobyKing no entiendo Magallanes y bravo solo pueden empatarlos como quedaron esas series,0,1
granarob,@PepeBeisbol si gana #magallanes y #Tigres se despejará mucho la situación,0,1
granarob,@MLB_ LVBP @PepeBeisbol si pero corre con molestias se nota que no está bien,0,1
carlosrod320,"Definitivamente, Eduardo Pérez tiene la mente en Atlanta y no pensando en béisbol precisamente... @OficialTigres @tigrerosoficial",1,1
carlosrod320,"En sintonía, saludos desde Caracas, también a mi padre el popular Peluza y mi familia Rodríguez en La Victoria @Cesararriba @TigresdeAragua",0,1
carlosrod320,4 bates de plata venezolanos este año en #MLB 2 son de Los Tigres de Aragua . ¡Ah! 2 de ellos son de Aragua @tigrerosoficial @OficialTigres,5,1
carlosrod320,"Viendo la #LVBPxTLT con mi esposa magallanera @anajimeno y yo apoyando mis Súper Tigres de Aragua , desde Caracas.",0,1
carlosrod320,@germancartaya ¿Sabrán si Carrera viene este año con Los Tigres de Aragua ? #MLBxTLT,0,1
PSAgencyvzla,Recibieron un reconocimiento de la Liga de Beisbol Jose del Vecchio como patrocinador del 2015-2016 pic.twitter.com/dYcsNyzOPm,0,1
lgerardo81,@magallanes _news cm un manager puede dejar q le hagan 5 carreras en un inin en varios juegos ya,0,1
lgerardo81,@ttejuanescalona bd mi tte ayude a mi hijo cn unos tacos d béisbol aunque sean usados no tiene para seguir jugando y estan muy caros,0,1
lgerardo81,@danielpsuv @nicolasmaduro @pedrojyajure @vtvcanal8 buen día ayuden a mi hijo cn unos tacos d béisbol,1,1
chvijose,BBC Mundo - Lo que un juego de béisbol me mostró sobre Venezuela y su crisis http://www. bbc.com/mundo/noticias -america-latina-38446901?post_id=10206400704638004_10211385039403258 …,0,1
chvijose,Beisbol : Santiago Medina. Equipo Juvencio Betancourt. Categoría Preparatorio.Temporada 2015-2016 https:// youtu.be/6I_FBjhXbQ0 vía @YouTube,0,1
elmonstruoverde,"@AngelRBarrera @JoseGasspar Magallanes transmite en estadio de Valencia, maracay y Caracas. El resto desde los estudios de RCR",0,1
elmonstruoverde,La vaina está tan jodida que Magallanes hace juegos de visita desde los estudios y quito refrigerio para circuito radial visitante.,6,1
elmonstruoverde,@LasMayores Y @aguilasdelzulia y @Magallanes _bbc para cuando?,0,1
elmonstruoverde,@AudreyVera @esgoya @raulsemprun @GerardoBoscan los únicos leones que rugen son los de la selva. Los mininos del béisbol maullan. Mishu!!!,2,1
elmonstruoverde,Gran partido hoy de la Serie Mundial por @ESPN_ Beisbol con @EJerezESPN @GuillermoCelis y @LuisAlvarez_1 otro nivel. Marcan diferencia.,0,1
elmonstruoverde,@egnochavez @ESPN_ Beisbol @DIRECTVSports francona invicto con los gloriosos Medias Rojas. Con los indios ya veremos.,0,1
elmonstruoverde,@egnochavez @ESPN_ Beisbol @DIRECTVSports de 8-7. Perdió uno con toronto,0,1
elmonstruoverde,"@egnochavez @ESPN_ Beisbol @DIRECTVSports profesor, cubs campeón.",0,1
elmonstruoverde,Martes de Serie Mundial por @ESPN_ Beisbol NBA por @DIRECTVSports más nada. Control en mano.,0,1
elmonstruoverde,Y como quedan los suscriptores de Béisbol Play que no tuvieron TV del juego en Pto la Cruz? En las 1ras 3 semanas algunos baches televisivos,1,1
elmonstruoverde,@pereira_29 dos de los 3 juegos de hoy se transmitieron de esa forma. Muchas pifias. Es lo que hay. Ademas se pierde el sabor del béisbol,0,1
elmonstruoverde,Definitivamente transmitir desde un estudio de tv un juego de béisbol tiene que ser realizado por profesionales conocedores en la materia.,3,1
elmonstruoverde,@henriquelazo hermano que paso con el programa del domingo que no salió? Es verdad que ya estabas en play cuando llegó el BÉISBOL al país?,0,1
elmonstruoverde,Si verdaderamente quiere apreciar y aprender de un juego de béisbol @arreazaortega y Humberto acosta por @IVC_NETve en Aguilas-La Guaira.,3,1
GioV666,@IgnacioSerrano La crisis hermano... la crisis...además que los medios andan llorando por Caragas y Magallanes,1,1
GioV666,¿Qué sucede en caso de que pierda tigres y que magallanes y bravos ganen? #LVBP,0,1
GioV666,@gemaaxia de momento es magallanes ... pero capaz se meten bravos,0,1
GioV666,@Parraga_Lvbp capaz Yorvit acude al TSJ para que manden a clasificar a Leones y que eliminen a Magallanes por sentencia...,3,1
GioV666,@PepeBeisbol @OficialTigres los veo parejos... espero un juego extra de ellos vs magallanes ... pa' no quedar sin beisbol el 30 jajajajajaja,0,1
GioV666,@PepeBeisbol sobretodo para un equipo llamado Magallanes,0,1
GioV666,¿Y el magallanes ? ¿Y el caracas? #LVBP,0,1
GioV666,@arreazaortega @IVC_NETve @IVC_net ¿No era Magallanes vs Cardenales?,0,1
GioV666,@AlfonsoSaerG @RealKingFelix @Magallanes _bbc @CardenalesDice ¿Quién transmitirá ese juego?,0,1
GioV666,@Parraga_Lvbp ya pasó una vez cuando #Cardenales eliminó al Caracas y al Magallanes ...,1,1
GioV666,El #Magallanes como que tiene la promoción #ValencianosEntranGratis ... estadio lleno... mañana más de uno de esos estará sin quincena #LVBP,0,1
GioV666,Los Leones del Caracas ya no son tan gloriosos http:// ln.is/elestimulo.com /blog/PPE1v …,0,1
GioV666,La metida de bate y pelota que está dando @tiburones_net a @leones_cbbc,0,1
10Chuchingo,@carlostovar17 @caraquistas mi pana tu usas lentes a ti no te molesta ver el desastre que son estos jugadores y tu preocupado por magallanes,0,1
10Chuchingo,@caraquistas @christianbejap eso demuestra que la gerencia del magallanes sirve pedrique hace rato tenia que aver salido,0,1
10Chuchingo,@gabobiglion el magallanes dandole una catedra de defensa a lo que queda del caracas,0,1
10Chuchingo,@caraquistas @Urimarp77 magallanes claro hoy gana,0,1
10Chuchingo,@caraquistas @Tulio_Olmos a diferencia de tigres tiburones magallanes tiene puros sadicos arraiz tocci,0,1
10Chuchingo,@jjsayago @leones_cbbc que desatre de riculedes llamada equipo dan pena,0,1
10Chuchingo,@PepeBeisbol @leones_cbbc que basura es feliz perez un brazo podrio y ahora esta cagada,0,1
10Chuchingo,@leones_cbbc ya hicieron los ajustes sacandote pierdique,0,1
10Chuchingo,@leones_cbbc buenolo que saben hacer hasta el momento es peder,0,1
10Chuchingo,@leones_cbbc y pedrique positivo?,0,1
10Chuchingo,@caraquistas @RaysMario @leones_cbbc oficial si la comica esta de equipo perdia bye pedrique,0,1
10Chuchingo,@leones_cbbc hasta cuando la excusas vale renuncien pongan todos los cargos a la orden,0,1
10Chuchingo,@caraquistas @ooduran @leones_cbbc y este pedrique sigue con el empeño de guzman y eglesthon para que lo trajeron,0,1
10Chuchingo,@leones_cbbc que descaradio eres pedrique,0,1
10Chuchingo,@alexpinto1989 @leones_cbbc gano el caracas mostrando mejoria,0,1
10Chuchingo,@alexpinto1989 @caribesanz @leones_cbbc de verdad no te creo,0,1
10Chuchingo,@leones_cbbc mandenlño a su casa no sirve es un estorbo,0,1
10Chuchingo,@McGriffie @leones_cbbc los buenos equipos no estan de ultimos en la tabla,0,1
10Chuchingo,@McGriffie @leones_cbbc urrutia de tu madre hasta cuando esa basura alaniz a botar el juego digo a salvar el juego,0,1
10Chuchingo,hoy llueve granizo han ganado los leones del caracas y no es 28 de diciembre jeje,0,1
10Chuchingo,@leones_cbbc ahora la culpa es de los arbitros que cosas con mister excusas,1,1
10Chuchingo,@leones_cbbc tremendo abc 4 errores raspados,0,1
10Chuchingo,@purobeisbolfb @leones_cbbc pero es un mediocre en los jardines negro pa malo,0,1
10Chuchingo,@leones_cbbc el rey de las escusas,0,1
cesar_augus,La derrota de Magallanes el 17/12 Vs. La Guaira fue clave en esta eliminación. Remontaron y se dejaron remontar un inning más tarde.,1,1
cesar_augus,Tiburones derrotando al Magallanes 5-2 en 6 completos. Los escualos dando un gran paso hacia la postemporada.,0,1
cesar_augus,"Magallanes ganó con pocas carreras, pero las necesarias para apoyar al buen pitcheo con que contaron.",0,1
cesar_augus,"Si barre CCs y gana Magallanes , empatarían a Tigres en el 6°. Si pierde Mag y barre CCs, la nave al sótano y Ccs al 6° con Tigres",1,1
cesar_augus,"Si barren los Tigres dejarán a los Leones con 33 derrotas, en terapia intensiva. Pondrían 2 de ventaja sobre Magallanes aún si estos ganan",1,1
cesar_augus,"Y tomando en cuenta lo mal que suele irle a Magallanes en Margarita (viene serie de 3 allá), el panorama no luce favorable.",0,1
cesar_augus,"3° revés consecutivo para el Magallanes . Desde el fatídico 8vo inning del sábado Vs LG, se cayó la ofensiva. Peligrosa seguidilla.",0,1
cesar_augus,Las Águilas voltearon el juego y dejaron en el terreno a los Tigres 3x2. Momentáneamente los bengalas empatados en el 6° con Magallanes .,0,1
cesar_augus,Magallanes no dio el batazo oportuno. A los Tigres les está saliendo redonda la jornada con la derrota parcial del Caracas.,0,1
